# nu_e-LS220-s27.0co signal over time, extracted at r = 500 km
# All quantities are measured in a resting observer's frame at infinity
# cols=4 rows=30402
#              time        luminosity               <e>             <e^2>
#               "s"           "foe/s"           "MeV^1"           "MeV^2"
    -0.349455361517    0.000000000000    4.955780840759   27.053282838991
    -0.348491847827    0.007890611514    4.231597946597   19.813645313393
    -0.347274946837    0.027953233708    4.204092187352   19.797141480114
    -0.345302596318    0.041536470855    3.991532937535   18.133244435091
    -0.342046814398    0.043158546263    3.987441820899   18.117107672497
    -0.337020839350    0.044893868957    4.004247083535   18.267657460383
    -0.331985511637    0.046992814003    4.019247035752   18.405416996479
    -0.326838732447    0.049407166687    4.036538376067   18.562983454637
    -0.321780636457    0.052088209130    4.052387135989   18.708976195966
    -0.316659917229    0.055160581820    4.073490973591   18.904565881058
    -0.311574930126    0.058585494583    4.098905175641   19.136743272653
    -0.305621369080    0.062966232502    4.129094723168   19.414432535135
    -0.299835824876    0.067595270145    4.157761487870   19.680363127186
    -0.298482348953    0.068731925992    4.164492814976   19.742945153036
    -0.291204456362    0.075147888727    4.199022042062   20.064802818093
    -0.287274745086    0.078830168158    4.218054329450   20.244751034382
    -0.281423917773    0.084577581356    4.245314803372   20.504000792995
    -0.275573090459    0.090573978497    4.271048047985   20.752833294643
    -0.270358319951    0.095967997296    4.295421280753   20.989467145719
    -0.265003091179    0.101688241649    4.319521686313   21.224402913394
    -0.259181060478    0.108398677744    4.348296801960   21.506746247277
    -0.252919311893    0.115908464970    4.379354542973   21.812400286501
    -0.247358726213    0.122750591557    4.405850188317   22.071577040365
    -0.240697700626    0.131021593534    4.434494199418   22.354032174627
    -0.234856406237    0.138369697598    4.460194047105   22.610635224798
    -0.229482647689    0.145269169098    4.482794716240   22.836960916470
    -0.226814298617    0.148740423638    4.493349610673   22.942433453890
    -0.221370866510    0.155866182288    4.513960062140   23.149269939354
    -0.214454505716    0.165257184968    4.540321254299   23.417305176632
    -0.208394066314    0.173956829629    4.564219173802   23.662608974656
    -0.201302180653    0.184885213087    4.594000078711   23.968740847885
    -0.196124303541    0.193457213959    4.618632075717   24.223438771140
    -0.190262503347    0.204146096510    4.648610888888   24.536967357827
    -0.183745391562    0.217078117706    4.679686228870   24.862503605615
    -0.176964950890    0.231736369796    4.712729505260   25.210688126931
    -0.171357115606    0.245007531849    4.740263161586   25.499536385106
    -0.166414607672    0.258162225924    4.768842255742   25.803090826140
    -0.160992726220    0.273448218684    4.797086241634   26.100454044852
    -0.154856910394    0.293855283879    4.832834655518   26.485266079940
    -0.149473174525    0.315429523463    4.874717505122   26.943735424270
    -0.145499557221    0.333575787214    4.909290943941   27.325554173681
    -0.139930773508    0.361481837618    4.954432122967   27.825407967050
    -0.134896024343    0.389548263935    4.997512002456   28.302800557801
    -0.129438531294    0.423852046350    5.048134530907   28.865225947851
    -0.124400768537    0.459773327923    5.093894307170   29.379807470092
    -0.121540103844    0.482824100313    5.123155904941   29.713402761903
    -0.116359693302    0.529475586196    5.180869089781   30.380029213914
    -0.110298940912    0.592593330335    5.247912527126   31.165119112097
    -0.104492279262    0.664077383175    5.317235278206   31.982046859801
    -0.100159614661    0.725440314673    5.370405455465   32.612387619718
    -0.095019083749    0.808974777998    5.437128354472   33.410184538151
    -0.089724659672    0.912404104698    5.515893789243   34.369315060307
    -0.084491043074    1.038396333726    5.604485794839   35.468561459615
    -0.083175678547    1.074040498481    5.627332063306   35.756909859816
    -0.077928786702    1.230913116343    5.719460008342   36.927467128282
    -0.072836714819    1.418557166735    5.820529913718   38.223137536170
    -0.067745244055    1.648983288823    5.931132881800   39.657634209313
    -0.064108479223    1.847038080845    6.016547834897   40.780678571527
    -0.059025633394    2.185153826243    6.148604535031   42.550380565237
    -0.053946237540    2.624354835527    6.292403335982   44.514270474716
    -0.048869517082    3.174959699422    6.440275928904   46.577909337177
    -0.044664906663    3.735975902636    6.565554351455   48.355477032464
    -0.044086258938    3.823647946002    6.583196097538   48.607462765551
    -0.038746624734    4.771430358279    6.752870111493   51.067877111955
    -0.036719338205    5.212029643894    6.820244364663   52.065173103086
    -0.031719101184    6.596643252226    7.004795639291   54.865041601228
    -0.030363886949    7.068244238406    7.050679809392   55.645167914376
    -0.026639034143    8.635702666827    7.214753449518   58.179767880711
    -0.021887726768   11.522696969521    7.435331700407   61.704067146293
    -0.018581980368   14.519781937579    7.604125966873   64.463327548845
    -0.015920074451   17.946864560380    7.750724846020   66.923198973803
    -0.013564188357   22.169684971295    7.882339360374   69.183983688568
    -0.011669830247   26.706008969184    7.976341811310   70.821675176118
